Distance,FeMg_1yr,FeMg_2yr,FeMg_5yr,FeMg_10yr,FeMg_20yr
0,0.3529,0.35493,0.35497,0.35499,0.355
0.8267,0.35194,0.35471,0.35488,0.35496,0.35499
1.6534,0.351,0.35449,0.3548,0.35492,0.35498
2.4801,0.35005,0.35427,0.35471,0.35489,0.35498
3.3064,0.3491,0.35405,0.35462,0.35486,0.35497
4.1334,0.34815,0.35383,0.35453,0.35483,0.35496
4.9604,0.3472,0.3536,0.35444,0.35479,0.35495
5.7874,0.34625,0.35335,0.35434,0.35475,0.35494
6.6134,0.3453,0.3531,0.35423,0.35471,0.35493
7.4404,0.34435,0.35286,0.35412,0.35467,0.35492
8.2674,0.3434,0.35261,0.35402,0.35463,0.35492
9.0944,0.34245,0.35236,0.35391,0.35458,0.35491
9.9204,0.3415,0.35211,0.35381,0.35454,0.3549
10.7474,0.34055,0.35186,0.3537,0.3545,0.35489
11.5744,0.33958,0.35162,0.35359,0.35446,0.35488
12.4004,0.33862,0.35138,0.3535,0.35442,0.35487
13.2274,0.33766,0.35114,0.3534,0.35439,0.35486
14.0544,0.33669,0.35091,0.3533,0.35435,0.35485
14.8814,0.33573,0.35067,0.3532,0.35431,0.35484
15.7074,0.33477,0.35044,0.3531,0.35427,0.35483
16.5344,0.3338,0.3502,0.35301,0.35424,0.35483
17.3614,0.33284,0.34996,0.35291,0.3542,0.35482
18.1884,0.33188,0.34973,0.35281,0.35416,0.35481
19.0144,0.33091,0.34949,0.35271,0.35412,0.3548
19.8414,0.32995,0.34925,0.35261,0.35408,0.35479
20.6684,0.32899,0.34902,0.35251,0.35405,0.35478
21.4954,0.32803,0.34878,0.35242,0.35401,0.35477
22.3214,0.32714,0.34853,0.35231,0.35397,0.35476
23.1484,0.32627,0.34827,0.35219,0.35392,0.35475
23.9754,0.32541,0.34801,0.35208,0.35388,0.35474
24.8014,0.32455,0.34775,0.35197,0.35383,0.35473
25.6284,0.32371,0.3475,0.35186,0.35379,0.35472
26.4554,0.32287,0.34724,0.35174,0.35374,0.35471
27.2824,0.32205,0.34695,0.35161,0.35369,0.3547
28.1084,0.32125,0.34665,0.35146,0.35363,0.35469
28.9354,0.32044,0.34634,0.35132,0.35357,0.35467
29.7624,0.31964,0.34604,0.35118,0.35351,0.35466
30.5894,0.31883,0.34574,0.35103,0.35346,0.35465
31.4154,0.31803,0.34544,0.35089,0.3534,0.35463
32.2424,0.31722,0.34514,0.35075,0.35334,0.35462
33.0694,0.31642,0.34484,0.3506,0.35328,0.3546
33.8954,0.31561,0.34454,0.35046,0.35322,0.35459
34.7224,0.3148,0.34423,0.35032,0.35317,0.35458
35.5494,0.314,0.34393,0.35018,0.35311,0.35456
36.3764,0.31319,0.34363,0.35003,0.35305,0.35455
37.2024,0.31239,0.34333,0.34989,0.35299,0.35454
38.0294,0.31158,0.34303,0.34975,0.35293,0.35452
38.8564,0.31078,0.34273,0.3496,0.35288,0.35451
39.6834,0.30997,0.34243,0.34946,0.35282,0.3545
40.5094,0.30917,0.34212,0.34932,0.35276,0.35448
41.3364,0.30843,0.34182,0.34917,0.3527,0.35447
42.1634,0.30772,0.34152,0.34903,0.35264,0.35446
42.9894,0.30702,0.34122,0.34889,0.35259,0.35444
43.8164,0.30636,0.34092,0.34875,0.35253,0.35443
44.6434,0.30572,0.34062,0.3486,0.35247,0.35442
45.4704,0.30507,0.34032,0.34846,0.35241,0.3544
46.2964,0.30443,0.34003,0.34833,0.35236,0.35439
47.1234,0.30379,0.33974,0.34819,0.3523,0.35438
47.9504,0.30314,0.33944,0.34805,0.35225,0.35436
48.7774,0.3025,0.33912,0.34789,0.35218,0.35435
49.6034,0.3019,0.33877,0.34772,0.35211,0.35433
50.4304,0.30131,0.33843,0.34754,0.35204,0.35431
51.2574,0.30071,0.33808,0.34737,0.35196,0.3543
52.0844,0.30012,0.33773,0.34719,0.35189,0.35428
52.9104,0.29953,0.33739,0.34701,0.35181,0.35426
53.7374,0.29892,0.33704,0.34683,0.35174,0.35424
54.5644,0.29832,0.33669,0.34665,0.35166,0.35422
55.3904,0.29772,0.33634,0.34647,0.35158,0.35421
56.2174,0.29711,0.336,0.34629,0.35151,0.35419
57.0444,0.29651,0.33565,0.34611,0.35143,0.35417
57.8714,0.29591,0.3353,0.34593,0.35136,0.35415
58.6974,0.29531,0.33496,0.34575,0.35128,0.35414
59.5244,0.2947,0.33461,0.34557,0.35121,0.35412
60.3514,0.29414,0.33427,0.34539,0.35113,0.3541
61.1784,0.29361,0.33391,0.34521,0.35106,0.35408
62.0044,0.29313,0.33354,0.34501,0.35097,0.35406
62.8314,0.29266,0.33316,0.3448,0.35088,0.35404
63.6584,0.2922,0.33279,0.34459,0.35079,0.35402
64.4844,0.29173,0.33242,0.34439,0.35071,0.354
65.3114,0.29126,0.33204,0.34419,0.35062,0.35398
66.1384,0.2908,0.33167,0.34399,0.35054,0.35396
66.9654,0.29033,0.3313,0.34379,0.35045,0.35394
67.7914,0.28986,0.33093,0.34359,0.35037,0.35392
68.6184,0.2894,0.33056,0.34339,0.35028,0.3539
69.4454,0.28893,0.33019,0.34319,0.3502,0.35388
70.2724,0.28847,0.32982,0.34299,0.35011,0.35386
71.0984,0.288,0.32945,0.34279,0.35002,0.35384
71.9254,0.28753,0.32908,0.34259,0.34994,0.35382
72.7524,0.28704,0.32871,0.34239,0.34985,0.3538
73.5784,0.28654,0.32834,0.34219,0.34977,0.35378
74.4054,0.28604,0.32797,0.34199,0.34968,0.35376
75.2324,0.28554,0.3276,0.34179,0.3496,0.35374
76.0594,0.28514,0.32723,0.34159,0.34951,0.35372
76.8854,0.28477,0.32686,0.34139,0.34942,0.3537
77.7124,0.28442,0.32649,0.34117,0.34933,0.35367
78.5394,0.28409,0.32612,0.34096,0.34923,0.35365
79.3664,0.28376,0.32575,0.34074,0.34914,0.35363
80.1924,0.28343,0.32533,0.3405,0.34903,0.3536
81.0194,0.2831,0.32492,0.34027,0.34893,0.35358
81.8464,0.28277,0.3245,0.34003,0.34883,0.35355
82.6724,0.28245,0.32408,0.33979,0.34873,0.35353
83.4994,0.28212,0.32367,0.33956,0.34863,0.3535
84.3264,0.28179,0.32325,0.33932,0.34852,0.35348
85.1534,0.28146,0.32283,0.33909,0.34842,0.35346
85.9794,0.28113,0.32242,0.33885,0.34832,0.35343
86.8064,0.2808,0.322,0.33862,0.34822,0.35341
87.6334,0.28048,0.32158,0.33838,0.34811,0.35338
88.4604,0.28016,0.32117,0.33815,0.34801,0.35336
89.2864,0.27985,0.32076,0.33792,0.34791,0.35333
90.1134,0.27957,0.32035,0.33769,0.34781,0.35331
90.9404,0.2793,0.31993,0.33745,0.34771,0.35329
91.7674,0.27904,0.31953,0.33722,0.34761,0.35326
92.5894,0.27879,0.31914,0.337,0.34751,0.35324
93.4194,0.27855,0.31876,0.33677,0.34741,0.35322
94.2494,0.2783,0.31837,0.33653,0.3473,0.35319
95.0694,0.27804,0.31796,0.33628,0.34719,0.35316
95.8994,0.27779,0.31756,0.33604,0.34708,0.35314
96.7294,0.27754,0.31715,0.33579,0.34697,0.35311
97.5494,0.27728,0.31676,0.33554,0.34686,0.35308
98.3794,0.27703,0.31636,0.3353,0.34675,0.35305
99.2094,0.27678,0.31596,0.33505,0.34663,0.35303
100.0294,0.27654,0.31555,0.3348,0.34652,0.353
100.8594,0.27635,0.31515,0.33455,0.3464,0.35297
101.6894,0.27616,0.31474,0.3343,0.34629,0.35294
102.5094,0.27597,0.31434,0.33404,0.34618,0.35292
103.3394,0.27577,0.31394,0.33379,0.34606,0.35289
104.1694,0.27559,0.31353,0.33354,0.34595,0.35286
104.9994,0.27543,0.31313,0.33329,0.34584,0.35283
105.8194,0.27526,0.31272,0.33304,0.34572,0.35281
106.6494,0.27509,0.31232,0.33279,0.34561,0.35278
107.4794,0.27493,0.31192,0.33254,0.3455,0.35275
108.2994,0.27476,0.31151,0.33229,0.34538,0.35272
109.1294,0.27459,0.31111,0.33204,0.34527,0.3527
109.9594,0.27443,0.3107,0.33179,0.34515,0.35267
110.7794,0.27426,0.3103,0.33154,0.34504,0.35264
111.6094,0.27409,0.3099,0.33129,0.34493,0.35261
112.4394,0.27393,0.30949,0.33104,0.34481,0.35259
113.2594,0.27376,0.30908,0.33079,0.3447,0.35256
114.0894,0.27359,0.30868,0.33053,0.34459,0.35253
114.9194,0.27343,0.30827,0.33028,0.34447,0.3525
115.7394,0.27326,0.30786,0.33003,0.34436,0.35248
116.5694,0.27311,0.30747,0.32978,0.34424,0.35245
117.3994,0.27299,0.30709,0.32953,0.34413,0.35242
118.2194,0.27287,0.30671,0.32928,0.34401,0.35239
119.0494,0.27274,0.30633,0.32903,0.3439,0.35236
119.8794,0.27263,0.30595,0.32878,0.34378,0.35233
120.6994,0.27253,0.30557,0.32853,0.34366,0.35231
121.5294,0.27242,0.30519,0.32827,0.34355,0.35228
122.3594,0.27232,0.30482,0.32802,0.34343,0.35225
123.1794,0.27221,0.30445,0.32777,0.34331,0.35222
124.0094,0.2721,0.30408,0.32752,0.34319,0.35219
124.8394,0.272,0.30372,0.32727,0.34307,0.35216
125.6594,0.27189,0.30335,0.32702,0.34296,0.35213
126.4894,0.27179,0.30298,0.32677,0.34284,0.3521
127.3194,0.27168,0.30261,0.32652,0.34272,0.35208
128.1394,0.27158,0.30224,0.32627,0.3426,0.35205
128.9694,0.27148,0.30187,0.32602,0.34248,0.35202
129.7994,0.2714,0.3015,0.32577,0.34237,0.35199
130.6194,0.27133,0.30117,0.32553,0.34225,0.35196
131.4494,0.27126,0.30085,0.32529,0.34213,0.35193
132.2794,0.27119,0.30053,0.32505,0.34202,0.3519
133.0994,0.27113,0.3002,0.32482,0.3419,0.35187
133.9294,0.27106,0.29988,0.32458,0.34179,0.35184
134.7594,0.27099,0.29955,0.32434,0.34167,0.35182
135.5794,0.27092,0.29923,0.3241,0.34156,0.35179
136.4094,0.27086,0.29891,0.32386,0.34144,0.35176
137.2394,0.27079,0.29856,0.32362,0.34132,0.35173
138.0594,0.27072,0.29822,0.32337,0.3412,0.3517
138.8894,0.27066,0.29787,0.32312,0.34109,0.35167
139.7194,0.2706,0.29752,0.32288,0.34097,0.35164
140.5394,0.27054,0.29718,0.32263,0.34085,0.35161
141.3694,0.27048,0.29683,0.32238,0.34073,0.35158
142.1994,0.27042,0.29648,0.32214,0.34061,0.35155
143.0194,0.27037,0.29614,0.32189,0.34049,0.35152
143.8494,0.27031,0.29579,0.32164,0.34038,0.3515
144.6794,0.27025,0.29545,0.3214,0.34026,0.35147
145.4994,0.27021,0.2951,0.32115,0.34014,0.35144
146.3294,0.27017,0.29477,0.32091,0.34002,0.35141
147.1594,0.27013,0.29449,0.32068,0.3399,0.35138
147.9894,0.27009,0.2942,0.32045,0.33979,0.35135
148.8094,0.27005,0.29391,0.32022,0.33967,0.35132
149.6394,0.27001,0.29362,0.31999,0.33956,0.35129
150.4694,0.26997,0.29333,0.31976,0.33944,0.35126
151.2894,0.26993,0.29304,0.31953,0.33932,0.35123
152.1194,0.26989,0.29275,0.3193,0.33921,0.3512
152.9494,0.26986,0.29246,0.31907,0.33909,0.35117
153.7694,0.26982,0.29217,0.31884,0.33898,0.35115
154.5994,0.26978,0.29188,0.31861,0.33886,0.35112
155.4294,0.26976,0.2916,0.31838,0.33874,0.35109
156.2494,0.26974,0.29132,0.31815,0.33863,0.35106
157.0794,0.26972,0.29104,0.31792,0.33851,0.35103
157.9094,0.2697,0.29076,0.3177,0.3384,0.351
158.7294,0.26968,0.29049,0.31747,0.33828,0.35097
159.5594,0.26966,0.29021,0.31724,0.33817,0.35094
160.3894,0.26963,0.28993,0.31702,0.33805,0.35091
161.2094,0.26961,0.28965,0.31679,0.33793,0.35088
162.0394,0.26959,0.28941,0.31657,0.33782,0.35085
162.8694,0.26957,0.28917,0.31636,0.33771,0.35083
163.6894,0.26955,0.28893,0.31614,0.3376,0.3508
164.5194,0.26953,0.28869,0.31593,0.33748,0.35077
165.3494,0.26951,0.28845,0.31572,0.33737,0.35074
166.1694,0.26949,0.28821,0.3155,0.33726,0.35071
166.9994,0.26947,0.28797,0.31529,0.33715,0.35068
167.8294,0.26945,0.28773,0.31508,0.33703,0.35065
168.6494,0.26943,0.28748,0.31486,0.33692,0.35062
169.4794,0.26941,0.28724,0.31465,0.33681,0.3506
170.3094,0.26939,0.287,0.31444,0.3367,0.35057
171.1294,0.26938,0.28676,0.31422,0.33658,0.35054
171.9594,0.26937,0.28652,0.31401,0.33647,0.35051
172.7894,0.26936,0.28628,0.3138,0.33636,0.35048
173.6094,0.26934,0.28604,0.31358,0.33625,0.35045
174.4394,0.26933,0.28581,0.31337,0.33613,0.35042
175.2694,0.26932,0.2856,0.31317,0.33602,0.35039
176.0894,0.2693,0.28539,0.31297,0.33591,0.35037
176.9194,0.26929,0.28518,0.31277,0.3358,0.35034
177.7494,0.26928,0.28497,0.31256,0.33569,0.35031
178.5694,0.26927,0.28476,0.31236,0.33558,0.35028
179.3994,0.26927,0.28455,0.31216,0.33548,0.35025
180.2294,0.26926,0.28435,0.31196,0.33537,0.35022
181.0494,0.26925,0.28414,0.31176,0.33526,0.3502
181.8794,0.26924,0.28394,0.31156,0.33515,0.35017
182.7094,0.26924,0.28374,0.31136,0.33504,0.35014
183.5294,0.26923,0.28353,0.31117,0.33493,0.35011
184.3594,0.26922,0.28333,0.31097,0.33482,0.35008
185.1894,0.26921,0.28312,0.31077,0.33472,0.35006
186.0094,0.26921,0.28292,0.31057,0.33461,0.35003
186.8394,0.2692,0.28271,0.31037,0.3345,0.35
187.6694,0.26919,0.28253,0.31018,0.33439,0.34997
188.4894,0.26918,0.28237,0.31,0.33429,0.34995
189.3194,0.26918,0.2822,0.30982,0.33418,0.34992
190.1494,0.26917,0.28204,0.30963,0.33408,0.34989
190.9794,0.26917,0.28187,0.30945,0.33398,0.34986
191.7994,0.26916,0.2817,0.30927,0.33387,0.34984
192.6294,0.26916,0.28154,0.30909,0.33377,0.34981
193.4594,0.26915,0.28137,0.3089,0.33366,0.34978
194.2794,0.26915,0.28121,0.30872,0.33356,0.34975
195.1094,0.26915,0.28104,0.30854,0.33346,0.34973
195.9394,0.26914,0.28088,0.30836,0.33335,0.3497
196.7594,0.26914,0.28071,0.30818,0.33325,0.34967
197.5894,0.26914,0.28054,0.30799,0.33314,0.34964
198.4194,0.26913,0.28038,0.30781,0.33304,0.34962
199.2394,0.26913,0.28022,0.30763,0.33294,0.34959
200.0694,0.26913,0.28005,0.30745,0.33283,0.34956
200.8994,0.26913,0.2799,0.30728,0.33273,0.34953
201.7194,0.26912,0.27974,0.3071,0.33263,0.34951
202.5494,0.26912,0.2796,0.30693,0.33252,0.34948
203.3794,0.26912,0.27947,0.30676,0.33242,0.34945
204.1994,0.26911,0.27934,0.3066,0.33232,0.34943
205.0294,0.26911,0.27921,0.30643,0.33222,0.3494
205.8594,0.26911,0.27908,0.30627,0.33212,0.34937
206.6794,0.26911,0.27894,0.3061,0.33203,0.34935
207.5094,0.2691,0.27881,0.30594,0.33193,0.34932
208.3394,0.2691,0.27868,0.30577,0.33183,0.34929
209.1594,0.2691,0.27855,0.30561,0.33173,0.34927
209.9894,0.2691,0.27842,0.30544,0.33163,0.34924
210.8194,0.2691,0.27829,0.30528,0.33153,0.34921
211.6394,0.2691,0.27816,0.30511,0.33143,0.34919
212.4694,0.2691,0.27803,0.30495,0.33133,0.34916
213.2994,0.26909,0.2779,0.30478,0.33123,0.34913
214.1194,0.26909,0.27778,0.30462,0.33114,0.34911
214.9494,0.26909,0.27767,0.30447,0.33104,0.34908
215.7794,0.26909,0.27756,0.30432,0.33094,0.34906
216.5994,0.26909,0.27745,0.30416,0.33085,0.34903
217.4294,0.26909,0.27734,0.30401,0.33075,0.349
218.2594,0.26909,0.27724,0.30386,0.33065,0.34898
219.0794,0.26909,0.27713,0.3037,0.33056,0.34895
219.9094,0.26909,0.27701,0.30355,0.33046,0.34893
220.7394,0.26908,0.27689,0.30339,0.33037,0.3489
221.5594,0.26908,0.27677,0.30324,0.33027,0.34887
222.3894,0.26908,0.27667,0.30308,0.33018,0.34885
223.2194,0.26908,0.27656,0.30294,0.33008,0.34882
224.0394,0.26908,0.27647,0.3028,0.32999,0.3488
224.8694,0.26908,0.27639,0.30266,0.3299,0.34877
225.6994,0.26908,0.2763,0.30252,0.32981,0.34875
226.5194,0.26908,0.27621,0.30238,0.32972,0.34872
227.3494,0.26908,0.27612,0.30224,0.32963,0.3487
228.1794,0.26908,0.27603,0.30209,0.32954,0.34867
228.9994,0.26908,0.27594,0.30195,0.32944,0.34865
229.8294,0.26908,0.27585,0.30182,0.32935,0.34862
230.6594,0.26908,0.27577,0.30168,0.32926,0.3486
231.4794,0.26908,0.27569,0.30154,0.32918,0.34857
232.3094,0.26908,0.2756,0.30141,0.32909,0.34855
233.1394,0.26908,0.27552,0.30127,0.329,0.34852
233.9594,0.26908,0.27544,0.30114,0.32891,0.3485
234.7894,0.26908,0.27536,0.301,0.32882,0.34847
235.6194,0.26908,0.27528,0.30087,0.32873,0.34845
236.4494,0.26908,0.27522,0.30075,0.32865,0.34843
237.2694,0.26907,0.27516,0.30063,0.32856,0.3484
238.0994,0.26907,0.27509,0.30051,0.32848,0.34838
238.9294,0.26907,0.27503,0.30039,0.32839,0.34836
239.7494,0.26907,0.27497,0.30027,0.32831,0.34833
240.5794,0.26907,0.27491,0.30015,0.32823,0.34831
241.4094,0.26907,0.27485,0.30004,0.32815,0.34829
242.2294,0.26907,0.27479,0.29992,0.32806,0.34826
243.0594,0.26907,0.27472,0.2998,0.32798,0.34824
243.8894,0.26907,0.27466,0.29968,0.3279,0.34822
244.7094,0.26907,0.27459,0.29955,0.32781,0.34819
245.5394,0.26907,0.27453,0.29943,0.32773,0.34817
246.3694,0.26907,0.27446,0.29931,0.32764,0.34815
247.1894,0.26907,0.27439,0.29919,0.32756,0.34812
248.0194,0.26907,0.27433,0.29907,0.32748,0.3481
248.8494,0.26907,0.27426,0.29895,0.32739,0.34808
249.6694,0.26907,0.27421,0.29883,0.32731,0.34805
250.4994,0.26907,0.27416,0.29872,0.32723,0.34803
251.3294,0.26907,0.27411,0.29861,0.32716,0.34801
252.1494,0.26907,0.27405,0.2985,0.32708,0.34799
252.9794,0.26907,0.274,0.29839,0.327,0.34796
253.8094,0.26907,0.27396,0.29828,0.32692,0.34794
254.6294,0.26907,0.27391,0.29818,0.32684,0.34792
255.4594,0.26907,0.27386,0.29807,0.32676,0.3479
256.2894,0.26907,0.27382,0.29796,0.32668,0.34787
257.1094,0.26907,0.27377,0.29785,0.3266,0.34785
257.9394,0.26907,0.27373,0.29775,0.32653,0.34783
258.7694,0.26907,0.27369,0.29765,0.32645,0.34781
259.5894,0.26907,0.27365,0.29755,0.32638,0.34779
260.4194,0.26907,0.27362,0.29746,0.3263,0.34776
261.2494,0.26907,0.27358,0.29737,0.32623,0.34774
262.0694,0.26907,0.27355,0.29727,0.32616,0.34772
262.8994,0.26907,0.27351,0.29718,0.32609,0.3477
263.7294,0.26907,0.27348,0.29708,0.32601,0.34768
264.5494,0.26907,0.27344,0.29699,0.32594,0.34766
265.3794,0.26907,0.27341,0.29689,0.32587,0.34764
266.2094,0.26907,0.27337,0.2968,0.32579,0.34762
267.0294,0.26907,0.27334,0.2967,0.32572,0.3476
267.8594,0.26907,0.27331,0.29661,0.32565,0.34757
268.6894,0.26907,0.27328,0.29652,0.32558,0.34755
269.5094,0.26907,0.27325,0.29643,0.32551,0.34753
270.3394,0.26907,0.27321,0.29634,0.32543,0.34751
271.1694,0.26907,0.27318,0.29625,0.32536,0.34749
271.9894,0.26907,0.27315,0.29616,0.32529,0.34747
272.8194,0.26907,0.27312,0.29607,0.32522,0.34745
